;ecocyc_id;synonyms;products;n_prods;ko_obs;url;uniprot;class
b3428;EG10380;glgP glgY;GLYCOPHOSPHORYL-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10380;P0AC86;
b2387;G7250;fryB ypdH;G7250-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7250;P69808;
b3055;EG12434;ygiM ecfG htrG;EG12434-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12434;P0ADT8;
b2560;EG11371;pgpC yfhB;EG11371-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11371;P0AD42;
b1850;EG10256;eda hga kdgA kga;KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10256;P0A955;
b2383;G7246;fryA ypdD;G7246-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7246;P77439;
b3492;EG12229;yhiN;EG12229-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12229;P37631;
b1828;G7004;yebQ;B1828-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7004;P76269;
b2716;EG10085;ascB sac;EG10085-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10085;P24240;
b3949;EG11908;frwC yijJ;FRWC-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11908;P32672;
b2123;EG12004;yehR;EG12004-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12004;P33354;
b0591;EG11104;entS ybdA;YBDA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37;http://ecocyc.org/gene?orgid=ECOLI&id=EG11104;P24077;
b2539;M015;hcaF yfhV hcaA phdC2 digB hcaB hcaA2;HCAA2-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=M015;Q47140;
b3899;EG11863;frvB yiiJ;FRVB-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11863;P32154;
b1271;EG11759;yciK;EG11759-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11759;P31808;
b1442;G6753;ydcU;YDCU-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6753;P77156;
b4267;G7893;idnD yjgV;IDONDEHYD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7893;P39346;
b0239;EG11091;frsA yafA;EG11091-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11091;P04335;
b3989;EG11429;yjaZ htrC;EG11429-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11429;P27375;
b0737;EG11010;tolQ fii tolP;EG11010-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11010;P0ABU9;
b2787;G7445;gudD ygcX;GLUCARDEHYDRA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7445;P0AES2;
b0357;G6209;frmR yaiN;G6209-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6209;P0AAP3;
b1055;EG11116;yceA;EG11116-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11116;P24188;
b3750;EG10816;rbsC rbsP rbsT;RBSC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10816;P0AGI1;
b1394;G6715;paaG ydbT;G6715-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6715;P77467;
b0356;EG50010;frmA adhC;ADHC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG50010;P25437;
b4253;G7884;yjgL;G7884-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7884;P39336;
b0792;G6409;ybhR;YBHR-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6409;P0AFP9;
b0334;G6199;prpD yahT acnC;G6199-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6199;P77243;
b3844;EG10334;fre fadI flrD fsrC;FMNREDUCT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10334;P0AEN1;
b3263;G7694;yhdU;G7694-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7694;P64619;
b4041;EG10740;plsB;GLYCEROL-3-P-ACYLTRANSFER-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10740;P0A7A7;
b0732;EG13236;mngB ybgG;EG13236-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG13236;P54746;
b2303;G7195;folX;H2NTPEPIM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7195;P0AC19;
b2986;G7552;yghT;G7552-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7552;Q46844;
b3367;EG10654;nirC;NIRC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10654;P0AC26;
b1198;EG12399;dhaM ycgC dhaH ptsD;EG12399-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12399;P37349;
b3058;EG11673;folB ygiG;H2NEOPTERINALDOL-MONOMER;1;OBS0-49 OBS0-31 OBS0-40 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11673;P0AC16;
b2859;G7479;ygeO;G7479-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7479;Q46795;
b4599;G0-8892;mgtS yneM;MONOMER0-766;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-8892;A5A616;
b2426;EG12133;ucpA yfeF;EG12133-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12133;P37440;
b1566;G6833;flxA;G6833-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6833;P77609;
b2739;G7420;ygbM;G7420-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7420;Q46891;
b1889;EG10602;motB flaJ;MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10602;P0AF06;flagella
b3902;EG11866;rhaD;RHAMNULPALDOL-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG11866;P32169;
b2000;G7080;flu agn43 yzzX yeeQ agn;G7080-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7080;P39180;
b2390;G7252;ypeC;G7252-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7252;P64542;
b3194;EG12800;mlaE vpsB(S.f.) yrbE;YRBE-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12800;P64606;
b2935;EG11427;tktA tkt;TRANSKETOI-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11427;P27302;
b2895;EG12697;fldB;OX-FLAVODOXIN2 FLAVODOXIN2-MONOMER;2;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12697;;
b2085;G7122;yegR;G7122-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7122;P76406;
b0343;EG10526;lacY;LACY-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10526;P02920;
b3564;EG11075;xylB;XYLULOKIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11075;P09099;
b0028;EG11080;fkpB slpA yaaD;EG11080-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11080;P0AEM0;
b1806;G6990;yeaY;G6990-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6990;P0AA91;
b4356;EG12587;lgoT yjiZ yjjL;YJIZ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12587;P39398;
b4037;EG10559;malM molA;EG10559-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10559;P03841;
b3347;G7716;fkpA yzzS;G7716-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7716;P45523;
b1673;G6901;ydhV;G6901-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6901;P76192;
b3424;EG10397;glpG;EG10397-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10397;P09391;
b3076;EG10252;ebgA;EG10252-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10252;P06864;
b0044;EG11565;fixX yaaT;EG11565-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11565;P68646;
b1459;G6768;yncM;G6768-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6768;P76119;
b0589;EG10298;fepG;FEPG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10298;P23877;
b1900;EG10058;araG;ARAG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10058;P0AAF3;
b0043;EG11564;fixC yaaS;EG11564-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11564;P68644;
b1316;G6654;ycjT;G6654-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6654;P77154;
b0894;EG10232;dmsA;DMSA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10232;P18775;
b0349;M012;mhpC;MHPCHYDROL-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=M012;P77044;
b0805;G6414;fiu ybiL;G6414-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6414;P75780;
b1121;G6578;ycfZ;G6578-MONOMER;1;OBS0-49 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6578;P75961;
b3738;EG10099;atpB papD uncB;ATPB-MONOMER;1;OBS0-49 OBS0-31 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10099;P0AB98;membrane
b2540;G7334;hcaC yfhW hcaa3 phdB;HCAC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7334;P0ABW0;
b4315;EG11974;fimI;EG11974-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11974;P39264;
b0771;G6401;ybhJ;G6401-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6401;P75764;
b3496;EG12232;dtpB yhiP;YHIP-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12232;P36837;
b1391;G6712;paaD ydbQ;G6712-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6712;P76080;
b4320;EG10315;fimH pilE;EG10315-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10315;P08191;
b0319;G6184;yahE;G6184-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6184;P77297;
b2077;EG12136;mdtD yegB iceT;B2077-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12136;P36554;
b0271;G6143;yagH;G6143-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6143;P77713;
b4319;EG10314;fimG;EG10314-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10314;P08190;
b4526;G0-9081;ydaE;MONOMER0-1001;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G0-9081;P38394;
b2211;EG12070;yojI yojJ;YOJI-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12070;P33941;
b2388;EG12957;glk;GLUCOKIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12957;P0A6V8;
b4318;EG10313;fimF;EG10313-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10313;P08189;
b4605;G0-10596;ypaB;MONOMER0-2824;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10596;;
b2393;EG11971;nupC cru;NUPC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11971;P0AFF2;
b3588;EG12292;aldB yiaX;ALDDEHYDROGB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12292;P37685;
b4317;EG10311;fimD fimD_1 fimD_2;EG10311-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10311;P30130;
b4521;G0-10444;ymgH;MONOMER0-2666;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10444;P76000;
b3915;EG11873;fieF yiiP;YIIP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11873;P69380;
b2132;EG12013;bglX glh yohA;EG12013-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12013;P33363;
b4316;EG10310;fimC pilB;EG10310-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10310;P31697;
b1867;EG12378;yecD;EG12378-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12378;P0ADI7;
b1216;EG11753;chaA;CHAA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11753;P31801;
b1521;EG11065;uxaB;ALTRO-OXIDOREDUCT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11065;P0A6L7;
b4314;EG10308;fimA fimD pilA pilC;EG10308-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10308;P04128;
b3467;EG12213;yhhM;EG12213-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12213;P37615;
b4262;G7889;lptG yjgQ;G7889-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G7889;P0ADC6;
b3748;EG10817;rbsD rbsP;EG10817-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10817;P04982;
b4367;G7949;fhuF yjjS;G7949-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7949;P39405;
b2033;EG11984;wbbJ yefH;EG11984-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11984;P37750;
b0731;EG13235;mngA frx hrsA;HRSA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG13235;P54745;temperature extremes
b0759;EG10362;galE galD;UDPGLUCEPIM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10362;P09147;surface antigens (ECA, O antigen of LPS)
b1102;EG10306;fhuE;EG10306-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10306;P16869;
b3674;EG11694;yidF;EG11694-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11694;P31443;
b1427;EG10853;rimL;EG10853-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10853;P13857;
b1734;EG10144;chbF ydjD celF;EG10144-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10144;P17411;
b0150;EG10302;fhuA T1 T5rec tonA;EG10302-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10302;P06971;
b3638;EG11312;yicR radC;EG11312-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11312;P25531;
b1212;EG12424;prmC hemK;EG12424-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG12424;P0ACC1;
b0061;EG10055;araD;RIBULPEPIM-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10055;P08203;
b0585;EG10299;fes;EG10299-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-40 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10299;P13039;
b2319;EG11059;usg usg-1;EG11059-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11059;P08390;
b3053;EG11602;glnE;GLNE-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11602;P30870;
b3386;M004;rpe dod yhfD;RIBULP3EPIM-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=M004;P0AG07;
b0584;EG10293;fepA cbr cbt fep feuB;EG10293-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10293;P05825;
b3216;G7670;yhcD;G7670-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7670;P45420;
b4373;EG10850;rimI;EG10850-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10850;P0A944;
b3374;G7726;frlD yhfQ;G7726-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7726;P45543;
b3408;EG12101;feoA;EG12101-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12101;P0AEL3;
b2971;G7538;yghG gspS&beta;;;;;;
b3206;EG12147;npr yhbK ptsO rpoR;MONOMER0-4292 EG12147-MONOMER;2;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12147;;
b2386;G7249;fryC ypdG;MONOMER0-6;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7249;P77579;
b4291;EG10286;fecA;EG10286-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10286;P13036;
b2853;G7473;ygeI;G7473-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7473;Q46789;
b1883;EG10147;cheB;PHOSPHO-CHEB CHEB-MONOMER;2;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10147;;
b1388;G6709;paaA ydbO;G6709-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6709;P76077;
b1385;G7961;feaB ydbG padA;PHENDEHYD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7961;P80668;
b2650;G7385;ypjC;G7385-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7385;P76613;
b2897;G7510;sdhE ygfY cptB;G7510-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7510;P64559;
b2901;G495;bglA yqfC bglD;G495-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G495;Q46829;
b2525;EG11328;fdx;OX-FERREDOXIN FERREDOXIN-MONOMER;2;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11328;;
b2345;G7215;yfdF;G7215-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7215;P76505;
b0905;G6468;ycaO;G6468-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6468;P75838;
b3580;EG12284;lyxK lyx xylK sgbK yiaP;LYXK-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12284;P37677;
b0443;G6244;fadM ybaW tesC;G6244-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6244;P77712;
b2016;G7089;yeeZ;G7089-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7089;P0AD12;
b0167;EG11411;glnD glnD5;GLND-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11411;P27249;
b4087;EG11959;alsA yjcW;YJCW-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11959;P32721;
b2344;EG10280;fadL ttr;EG10280-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10280;P10384;
b1776;G6963;ydjL;G6963-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6963;P77539;
b2674;G7402;nrdI ygaO;G7402-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7402;P0A772;
b4090;EG11827;rpiB yjcA alsI;RIB5PISOMB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11827;P37351;
b1701;EG12357;fadK ydiD;EG12357-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12357;P38135;
b1668;G6896;ydhS;G6896-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6896;P77148;
b2991;EG11804;hybF;EG11804-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11804;P0A703;
b3749;EG10814;rbsA rbsT rbsP;RBSA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10814;P04983;
b2341;G7212;fadJ yfcX;G7212-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7212;P77399;
